ID,URL,ESTADO,ALCANCE,INSTITUCIÓN,NOMBRE,BENEFICIARIO,INICIO,FIN,MONTO,FECHA_EXTRACCION
198,https://fondos.gob.cl/ficha/senadis/fcs/,CERRADO,Nacional,Servicio Nacional de la discapacidad - SENADIS,CONVOCATORIA FONDOS CONCURSABLES SENADIS 2024,Organizaciones,14/05/2024,31/05/2024,Hasta $63.305.625,2024-11-26 10:42:25
199,https://fondos.gob.cl/ficha/corfo/consolida-y-expande/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,CONSOLIDA Y EXPANDE,Personas Naturales y Jurídicas,16/05/2024,09/07/2024,Hasta $150.000.000,2024-11-26 10:42:25
200,https://fondos.gob.cl/ficha/mincap/icpp2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",FONDO DE INFRAESTRUCTURA CULTURAL PÚBLICA Y PRIVADA 2024,Organizaciones,17/05/2024,08/07/2024,Entre $15.000.000 y $300.000.000,2024-11-26 10:42:25
201,https://fondos.gob.cl/ficha/mincap/ciae2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",CIRCULACIÓN INTERNACIONAL DE ARTES ESCÉNICAS 2024 – SEGUNDO LLAMADO,Personas Naturales y Jurídicas,20/05/2024,18/06/2024,Entre $5.000.000 y $20.000.000,2024-11-26 10:42:25
202,https://fondos.gob.cl/ficha/corfo/par/,CERRADO,Regional,Corporación de Fomento de la Producción - CORFO,PROGRAMA DE APOYO A LA REACTIVACIÓN - PAR,Personas Naturales y Jurídicas,22/05/2024,17/07/2024,Hasta $2.000.000,2024-11-26 10:42:25
203,https://fondos.gob.cl/ficha/mincap/videoclipyaudiovisual/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",VIDEOCLIP Y REGISTRO AUDIOVISUAL PARA PROMOCIÓN DE LA MÚSICA NACIONAL - SEGUNDA APERTURA,Personas Naturales y Jurídicas,28/05/2024,26/06/2024,Hasta $5.000.000,2024-11-26 10:42:25
204,https://fondos.gob.cl/ficha/corfo/red-mercados/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,RED MERCADOS,Personas Naturales y Jurídicas,31/05/2024,31/07/2024,Hasta $40.000.000,2024-11-26 10:42:25
205,https://fondos.gob.cl/ficha/corfo/viraliza/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,VIRALIZA,Organizaciones,31/05/2024,01/07/2024,Hasta $50.000.000,2024-11-26 10:42:25
206,https://fondos.gob.cl/ficha/subint/presidente-de-la-republica/,CERRADO,Nacional,Subsecretaría del Interior - SUBINT,FONDO SOCIAL PRESIDENTE DE LA REPÚBLICA,Organizaciones,03/06/2024,19/07/2024,Entre $300.000 y $40.000.000,2024-11-26 10:42:25
207,https://fondos.gob.cl/ficha/corfo/sumate_a_innovar/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,SÚMATE A INNOVAR,Personas Naturales y Jurídicas,04/06/2024,24/07/2024,Hasta $10.000.000,2024-11-26 10:42:25
208,https://fondos.gob.cl/ficha/senadis/cpdacmep-senadis/,CERRADO,Nacional,Servicio Nacional de la discapacidad - SENADIS,CONVOCATORIA PÚBLICA PARA EL DESARROLLO DE ACTIVIDADES DE CAPACITACIÓN EN EL MARCO DE LA EJECUCIÓN DE PROGRAMAS DE SENADIS,Persona Jurídica,04/06/2024,21/06/2024,$10.000.000 hasta $312.139.000,2024-11-26 10:42:25
209,https://fondos.gob.cl/ficha/mincap/orquesta-juvenil2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio","FONDO DE LA MÚSICA, CONVOCATORIA DE IBERORQUESTAS JUVENILES PARA SER PARTE DE LA ORQUESTA JUVENIL IBEROAMERICANA 2024",Persona Natural,04/06/2024,02/07/2024,No aplica,2024-11-26 10:42:25
210,https://fondos.gob.cl/ficha/corfo/semilla-expande/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,SEMILLA EXPANDE,Persona Jurídica,06/06/2024,04/07/2024,Hasta $45.000.000,2024-11-26 10:42:25
211,https://fondos.gob.cl/ficha/corfo/inversion-productiva/,CERRADO,Regional,Corporación de Fomento de la Producción - CORFO,DESARROLLO INVERSIÓN: INVERSIÓN PRODUCTIVA,Personas Naturales y Jurídicas,06/06/2024,27/07/2024,Hasta $50.000.000,2024-11-26 10:42:25
212,https://fondos.gob.cl/ficha/corfo/semilla-inicia/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,SEMILLA INICIA,Personas Naturales y Jurídicas,07/06/2024,25/06/2024,Hasta $15.000.000,2024-11-26 10:42:25
213,https://fondos.gob.cl/ficha/corfo/programadifusiontecnologicaregional/,CERRADO,Regional,Corporación de Fomento de la Producción - CORFO,PROGRAMA DE DIFUSIÓN TECNOLÓGICA REGIONAL,Personas Naturales y Jurídicas,07/06/2024,30/10/2024,Hasta $90.000.000,2024-11-26 10:42:25
214,https://fondos.gob.cl/ficha/mincap/patrimonio-audiovisual2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio","FONDO AUDIOVISUAL, PROGRAMA DE APOYO A LA PRESERVACIÓN DEL PATRIMONIO AUDIOVISUAL 2024",Persona Jurídica,07/06/2024,08/07/2024,Entre $25.000.000 y $60.000.000,2024-11-26 10:42:25
215,https://fondos.gob.cl/ficha/mincap/circulacionmusicachilena2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Apoyo a la Circulación de la Música Chilena – Tercer llamado – Convocatoria 2024,Personas Naturales y Jurídicas,10/06/2024,10/07/2024,Entre $5.600.000 y $9.000.000,2024-11-26 10:42:25
216,https://fondos.gob.cl/ficha/mineduc/fonide2024/,CERRADO,Nacional,Ministerio de Educación,FONDO DE INVESTIGACIÓN Y DESARROLLO EN EDUCACIÓN (FONIDE),Organizaciones,10/06/2024,11/07/2024,Máximo de $32.000.000,2024-11-26 10:42:25
217,https://fondos.gob.cl/ficha/subde/fae2024/,CERRADO,Nacional,Subsecretaria de Energía  - SUBDE,FONDO DE ACCESO A LA ENERGÍA  (FAE),Organizaciones,10/06/2024,04/08/2024,-,2024-11-26 10:42:25
218,https://fondos.gob.cl/ficha/corfo/emp-escalamiento/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,ESCALAMIENTO,Persona Jurídica,11/06/2024,09/07/2024,Hasta $60.000.000,2024-11-26 10:42:25
219,https://fondos.gob.cl/ficha/serpat/serpat-regional/,CERRADO,Regional,Servicio Nacional del Patrimonio Cultural - SERPAT,"FONDO DEL PATRIMONIO CULTURAL, SERPAT (CONCURSO REGIONAL)",Personas Naturales y Jurídicas,12/06/2024,26/07/2024,Entre $7.000.000 y $15.000.000,2024-11-26 10:42:25
220,https://fondos.gob.cl/ficha/serpat/patrimonio2024/,CERRADO,Nacional,Servicio Nacional del Patrimonio Cultural - SERPAT,"FONDO DEL PATRIMONIO CULTURAL, SERPAT (CONCURSO NACIONAL)",Personas Naturales y Jurídicas,12/06/2024,26/08/2024,Entre $35.000.000 y $85.000.000,2024-11-26 10:42:25
221,https://fondos.gob.cl/ficha/corfo/inn-innova-region/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,INNOVA REGIÓN,Personas Naturales y Jurídicas,13/06/2024,07/08/2024,Hasta $60.000.000,2024-11-26 10:42:25
222,https://fondos.gob.cl/ficha/goreatacama/atacama-culturales-deportivas/,CERRADO,Regional,Gobierno Regional de Atacama,Fondos Concursables Gobierno Regional de Atacama: Actividades Socio Culturales y deportivas a través de Eventos Masivos,Organizaciones,14/06/2024,04/07/2024,Hasta $200.000.000,2024-11-26 10:42:25
223,https://fondos.gob.cl/ficha/mincap/fondart-nacional-2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",CIRCULACIÓN NACIONAL E INTERNACIONAL- TERCER PERIODO- FONDART NACIONAL 2024,Personas Naturales y Jurídicas,14/06/2024,15/07/2024,Entre $7.000.000 y $15.000.000,2024-11-26 10:42:25
224,https://fondos.gob.cl/ficha/mincap/ibermusicas2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",CONVOCATORIA DE IBERMUSICAS 2024,Personas Naturales y Jurídicas,15/06/2024,15/09/2024,No aplica,2024-11-26 10:42:25
225,https://fondos.gob.cl/ficha/mincap/trayectoria-artes-escenicas/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Convocatoria Compañías de trayectoria de las artes escénicas: Apoyo a planes de gestión con énfasis en la creación,Persona Jurídica,17/06/2024,24/07/2024,Entre $46.000.000 y $116.000.000,2024-11-26 10:42:25
226,https://fondos.gob.cl/ficha/mma/icetsj/,CERRADO,Comunal,Ministerio del Medio Ambiente,"INICIATIVAS CIUDADANAS CON ENFOQUE TSEJ CONCÓN, QUINTERO Y PUCHUNCAVÍ",Organizaciones,19/06/2024,31/07/2024,$10.000.000,2024-11-26 10:42:25
227,https://fondos.gob.cl/ficha/mma/icetsj-huasco/,CERRADO,Comunal,Ministerio del Medio Ambiente,INICIATIVAS CIUDADANAS CON ENFOQUE TSEJ HUASCO,Organizaciones,19/06/2024,31/07/2024,$10.000.000,2024-11-26 10:42:25
228,https://fondos.gob.cl/ficha/mma/icetsj-coronel/,CERRADO,Comunal,Ministerio del Medio Ambiente,INICIATIVAS CIUDADANAS CON ENFOQUE TSEJ CORONEL,Organizaciones,19/06/2024,31/07/2024,$10.000.000,2024-11-26 10:42:25
