ID,URL,ESTADO,ALCANCE,INSTITUCIÓN,NOMBRE,BENEFICIARIO,INICIO,FIN,MONTO,FECHA_EXTRACCION,DESCRIPCION,CATEGORIA,WEB
142,https://fondos.gob.cl/ficha/mma/eapifpb2024/,CERRADO,Nacional,Ministerio del Medio Ambiente,CONCURSO PREVENCIÓN DE INCENDIOS FORESTALES,Organizaciones,01/12/2023,19/01/2024,$100.000.000,2024-11-26 11:29:16,"A través del presente concurso, el MMA por medio del Fondo de Protección Ambiental, busca contar con un programa de capacitación semi-presencial (bi-learning) sobre “Educación Ambiental para la prevención de incendios forestales y la protección de la biodiversidad”, dirigido a actores locales estratégicos en la zona comprendida entre la Región de Coquimbo a la Región de Magallanes y de la Antártica Chilena. Para ello, quién se adjudique el concurso, deberá diseñar e implementar un programa de capacitación tendiente a formar a distintos actores comunitarios en temáticas de prevención, mitigación y actuación frente a este tipo de siniestros, contribuyendo con ello a la protección de la biodiversidad y de los servicios ecosistémicos que estos prestan a las comunidades humanas de nuestro país. La parte e-learning del curso, deberá ser implementada en la plataforma de la Academia de Formación Ambiental Adriana Hoffmann del MMA.",Medio Ambiente,https://fondos.mma.gob.cl/fpa-2024-prevencion-incendios-forestales/
143,https://fondos.gob.cl/ficha/muninunoa/subvencionmuncipal-nunoa/,CERRADO,Comunal,I. Municipalidad de Ñuñoa,Subvención Municipal (Ñuñoa) 2024,Persona Jurídica,11/12/2023,22/01/2024,Entre $500.000 y $2.850.000,2024-11-26 11:29:21,La Subvención Municipal es un fondo administrado por la Municipalidad de Ñuñoa que tiene por finalidad apoyar la realización de proyectos específicos que colaboren directamente con el cumplimiento de los objetivos de personas jurídicas sin fines de lucro y que vayan en beneficio de la comunidad.,Participación Ciudadana,https://drive.google.com/drive/folders/1ryANKkplU7hi-wey8ftphEhznOwu7jro?usp=sharing
144,https://fondos.gob.cl/ficha/subde/programa-lms/,CERRADO,Regional,Subsecretaria de Energía  - SUBDE,FONDO LEÑA MÁS SECA,Personas Naturales y Jurídicas,29/12/2023,28/03/2024,Hasta $12.000.000,2024-11-26 11:29:26,"Este concurso está dirigido a productores y comerciantes de leña, entre las regiones de O'Higgins hasta Aysén, con o sin inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), micro o pequeñas empresas, que tengan experiencia demostrable en el rubro de la leña, que quieran aumentar su oferta de leña seca y/o implementar procesos de secado vinculados al cumplimiento de estándares de calidad de leña. 

Podrán postular a la convocatoria productores y comerciantes con experiencia en el rubro, que no cuenten con inicio de actividades en SII, y de ser seleccionados para financiamiento, deberán iniciar actividades previo a la firma de contrato con la Agencia.",Medio Ambiente,https://ageciase.sfo3.digitaloceanspaces.com/2023/12/INI-66-LIC-154-Bases-Proceso-Concursal-PLMS-2023-VP.pdf
145,https://fondos.gob.cl/ficha/munpudahuel/subvencionpudahuel/,CERRADO,Comunal,I. Municipalidad de Pudahuel,SUBVENCIÓN MUNICIPAL PUDAHUEL 2024,Organizaciones,02/01/2024,28/06/2024,Hasta $4.000.000,2024-11-26 11:29:31,"Las subvenciones municipales tienen como objetivo apoyar a las organizaciones territoriales y funcionales de la comuna de Pudahuel, a través del financiamiento de proyectos  de diversa índole, orientados a construir y fortalecer los lazos comunitarios, es decir, que las organizaciones sean capaces de diagnosticar y resolver las necesidades de forma colectiva, potenciar la participación comunitaria y contribuir al trabajo autónomo de las comunidades.",Participación Ciudadana,https://www.mpudahuel.cl/documentos/categoria/subvenciones-municipales
146,https://fondos.gob.cl/ficha/subdere/subdere-fondo-capacitacionfuncionarios/,CERRADO,Nacional,Subsecretaría De Desarrollo Regional y Administrativo - SUBDERE,Fondo Concursable de Formación de Funcionarios Municipales ACADEMIA SUBDERE,Persona Natural,08/01/2024,05/02/2024,Entre 600.000 a 30.000.000,2024-11-26 11:29:36,"Este Fondo es administrado por la Academia de Capacitación Municipal y Regional de la Subsecretaría de Desarrollo Regional y Administrativo (SUBDERE), destinado a financiar acciones para la formación de los funcionarios municipales en competencias específicas, habilidades y aptitudes que requieran para el desempeño y ejercicio de un determinado cargo municipal. Con cargo a este Fondo se financiarán becas para cursar estudios conducentes a la obtención de un título profesional, técnico, diplomado o postítulo, cuyos contenidos estén directamente relacionados con materias afines a la gestión y funciones propias de las municipalidades.",Educación,http://www.academia.subdere.gov.cl/
147,https://fondos.gob.cl/ficha/mjydh/proyectosdecultura/,CERRADO,Nacional,Ministerio de Justicia y Derechos Humanos,FONDO CONCURSABLE PARA PROYECTOS DE CULTURA Y SITIOS DE MEMORIA,Organizaciones,15/01/2024,22/03/2024,$128.000.000,2024-11-26 11:29:41,"Este fondo financia iniciativas de la sociedad civil que, atendidas las violaciones a los derechos humanos ocurridas entre 1973 y 1990, constituyan un aporte para la reparación simbólica y la memoria histórica y fomenten una cultura de respeto y promoción de los derechos humanos en nuestro país. Materializa los esfuerzos del Estado para coordinar institucionalmente una política de memoria que responda a las obligaciones derivadas de la Comisión Nacional de Verdad y Reconciliación y a las contraídas con el Sistema Internacional de Derechos Humanos.",Derechos Humanos,https://www.derechoshumanos.gob.cl/fondo-para-proyectos-de-cultura-y-sitios-de-memoria/
148,https://fondos.gob.cl/ficha/sag/atacama-sirsd-s/,CERRADO,Regional,Servicio Agrícola Ganadero,SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECURIOS (ATACAMA),Personas Naturales y Jurídicas,20/01/2024,15/04/2024,Hasta 160 UTM,2024-11-26 11:29:45,"Este fondo busca contribuir a la sustentabilidad agroambiental del recurso suelo, cuyos objetivos serán la recuperación del potencial productivo de los suelos agropecuarios degradados y la mantención de los niveles de mejoramiento alcanzados.",Agricultura y desarrollo rural,https://www.sag.gob.cl/ambitos-de-accion/concursos-sirsd-s-temporada-2024
149,https://fondos.gob.cl/ficha/rree/fondoparaelfomentoexterior/,CERRADO,Internacional,Ministerio de Relaciones Exteriores,"FONDO CONCURSABLE PARA EL FOMENTO DE LA VINCULACIÓN, ASOCIATIVIDAD Y PARTICIPACIÓN DE LAS COMUNIDADES DE CHILENOS EN EL EXTERIOR 2024",Organizaciones,25/01/2024,15/03/2024,Hasta US 3.000,2024-11-26 11:29:49,"Apoyar y promocionar las expresiones de identidad nacional de la comunidad chilena residente en el exterior, respaldando sus expresiones de cultura nacional y de participación en iniciativas al interior de sus organizaciones, en ámbitos asociados a las diversas manifestaciones artísticas, recreativas y deportivas propias de nuestra cultura chilena, ayudando a la unión de los connacionales.
Promocionar el proceso de desarrollo y/o fortalecimiento de la asociatividad e integración de los chilenos residentes en el exterior. En tal sentido, se podrá establecer alianzas con otros actores sociales. Asimismo, están orientados hacia la integración de los connacionales y/o de éstos con las generaciones venideras.",Comunicación y difusión,https://www.consulado.gob.cl/fondo-concursable-dicoex-abre-convocatoria-2024
150,https://fondos.gob.cl/ficha/sercotec/fortalecimiento-gremial/,CERRADO,Nacional,Servicio de Cooperación Técnica - SERCOTEC,FORTALECIMIENTO GREMIAL,Organizaciones,30/01/2024,29/02/2024,Entre los $7.000.000 hasta los $10.000.000,2024-11-26 11:29:54,"Este fondo, busca fortalecer la asociatividad, la mejora de las capacidades de gestión y la generación de nuevos y mejores productos y/o servicios en asociaciones de micro y pequeños empresarios.
Un Agente Operador de Sercotec (AOS) será quien implementará la ejecución de los proyectos beneficiarios.",Emprendimiento e Innovación,http://www.sercotec.cl
151,https://fondos.gob.cl/ficha/goreatacama/beca-regional-deportistas/,CERRADO,Nacional,Gobierno Regional de Atacama,CONCURSO BECA REGIONAL DEPORTISTAS CON PROYECCIÓN AL ALTO RENDIMIENTO TEAM ATACAMA 2024,Organizaciones,31/01/2024,29/02/2024,Hasta $7.000.000,2024-11-26 11:29:59,La beca regional para los deportistas con proyección al alto rendimiento y/o deportistas de alto rendimiento de la región de Atacama está destinada a subvencionar actividades que permitan contribuir al desarrollo competitivo de los deportistas de la Región de Atacama.,"Deporte, salud y vida sana",https://goreatacama.gob.cl/concursos-fndr-2024-becas-deportivas/
152,https://fondos.gob.cl/ficha/subdere/pfam/,CERRADO,Otro,Subsecretaría De Desarrollo Regional y Administrativo - SUBDERE,PROGRAMA DE FORTALECIMIENTO DE ASOCIACIONES DE MUNICIPIOS (PFAM),Organizaciones,07/02/2024,07/03/2024,Entre $12.000.000 y $15.000.000,2024-11-26 11:30:04,"Fondo destinado a complementar el trabajo de acciones que la ley define para las Asociaciones de municipios con personería jurídica inscritas en el ""Registro único de Asociaciones de municipios""",Emprendimiento e Innovación,
153,https://fondos.gob.cl/ficha/goretarapaca/fndr-deportes/,CERRADO,Regional,Gobierno Regional de Tarapacá,"FONDO NACIONAL DE DESARROLLO REGIONAL 8 %, AÑO 2024 CONCURSO DEPORTE",Organizaciones,12/02/2024,20/03/2024,Hasta $30.000.000,2024-11-26 11:30:09,"El fondo de Deporte está orientado, en líneas generales, a actividades con exigencias al alcance de todos, de acuerdo con su edad y/o estado físico. En este sentido, a través de este fondo, se busca financiar iniciativas deportivas en sus distintos formatos, dirigidas a los diversos segmentos de manera integral, considerando actividades y/o disciplinas de tipo convencional, paralímpico,
adaptado e inclusivo, con el fin de fomentar el desarrollo y práctica de la actividad física, la formación deportiva, el desarrollo deportivo a nivel local, regional y nacional, el mejoramiento de
la calidad de vida, el desarrollo de competencias deportivas en la región y el apoyo a deportistas regionales en toda clase de competencias a nivel local, regional, nacional e internacional. Además,
se financiarán actividades relacionadas a capacitaciones, charlas, talleres, y proyectos que incentiven las actividades recreativas al aire libre y la alimentación saludable.","Deporte, salud y vida sana",http://goretarapaca.gov.cl/wp-content/uploads/2024/02/Bases-Deporte-F.N.D.R.-8-2024-Timbradas.pdf
154,https://fondos.gob.cl/ficha/goretarapaca/fndr-cultura/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 CONCURSO CULTURA,Organizaciones,12/02/2024,20/03/2024,Hasta $35.000.000,2024-11-26 11:30:13,"El fondo de Cultura está orientado al financiamiento de proyectos que generen actividades culturales para el desarrollo de la identidad local, comunal, provincial y regional, fortalecimiento
de las organizaciones culturales, y que contribuyan a la integración de las diversas manifestaciones culturales presentes en el territorio de la región.",Arte y cultura,goretarapaca.gov.cl/wp-content/uploads/2024/02/Bases-Cultura-F.N.D.R.-8.pdf
155,https://fondos.gob.cl/ficha/segegob/ffoip/,CERRADO,Nacional,Ministerio Secretaría General de Gobierno,FONDO DE FORTALECIMIENTO DE ORGANIZACIONES DE INTERÉS PÚBLICO (FFOIP),Organizaciones,23/02/2024,13/05/2024,Entre $2.000.000 hasta $10.000.000,2024-11-26 11:30:18,"El FFOIP nace por disposición de la Ley N°20.500 y busca fortalecer aquellas organizaciones de interés público que promocionan el interés general en materia de derechos de la ciudadanía, asistencia social, educación, salud, medio ambiente, cualquiera otra de bien común, en especial las que recurran al voluntariado.",Participación Ciudadana,https://fondodefortalecimiento.gob.cl/
156,https://fondos.gob.cl/ficha/corfo/bienespublicos/,CERRADO,Regional,Corporación de Fomento de la Producción - CORFO,BIENES PÚBLICOS,Personas Naturales y Jurídicas,28/02/2024,27/06/2024,Hasta $120.000.000,2024-11-26 11:30:23,"Apoya el desarrollo de bienes públicos para la competitividad, orientados a resolver fallas de mercado.",Emprendimiento e Innovación,https://www.corfo.cl/sites/cpp/inf/bienes-publicos
157,https://fondos.gob.cl/ficha/sercotec/fcesc/,CERRADO,Nacional,Servicio de Cooperación Técnica - SERCOTEC,FORTALECIMIENTO Y CREACION DE EMPRESAS SOCIALES Y COOPERATIVAS,Personas Naturales y Jurídicas,28/02/2024,04/03/2024,Desde $8.000.000 hasta $20.000.000,2024-11-26 11:30:29,"Ete fondo busca Potenciar el desarrollo productivo de cooperativas, como así también, la formalización jurídica de grupos pre cooperativos con viabilidad; y así mejorar la competitividad a partir de la creación y fortalecimiento de las mismas, para un mayor desarrollo productivo, la mejora de su capacidad de gestión, generación de nuevos y mejores productos y/o servicios ya existentes que puedan permanecer en el mercado, con un modelo de negocio fortalecido a través de la implementación de proyectos integrales de inversión y asistencia técnica especializada, mediando la implementación de un plan de apoyo al modelo de negocio y estrategia comercial integral a la cooperativa.",Emprendimiento e Innovación,http://www.sercotec.cl/
158,https://fondos.gob.cl/ficha/senadis/recursosdeapoyoseducativos/,CERRADO,Nacional,Servicio Nacional de la discapacidad - SENADIS,RECURSOS DE APOYOS EDUCATIVOS,Persona Natural,29/02/2024,13/03/2024,Hasta $4.000.000,2024-11-26 11:30:33,"Este fondo financia servicios de apoyo y materiales de apoyo a estudiantes de educación superior con discapacidad, ya sea que postulan por primera vez al beneficio, o que recibieron servicios de apoyos durante el año 2023 y requieren renovarlos para el 2024, todo esto con el objetivo de contribuir a la disminución de barreras del entorno educativo que dificultan la inclusión de estudiantes con discapacidad en la educación superior.",Educación,https://www.senadis.gob.cl/pag/742/2053/programa_de_recursos_de_apoyo_para_estudiantes_de_educacion_superior_con_discapacidad_2024
159,https://fondos.gob.cl/ficha/sps/fondo-educacion-previsional/,CERRADO,Nacional,Subsecretaría de Previsión Social - SPS,FONDO PARA LA EDUCACIÓN PREVISIONAL,Personas Naturales y Jurídicas,01/03/2024,05/04/2024,Entre $50.000.000 a $100.000.000,2024-11-26 11:30:38,"Ley N°20.255 de Reforma Previsional, con el objeto de promover una cultura previsional, creo el “Fondo para la Educación Previsional”, cuyo propósito es apoyar financieramente proyectos, programas, actividades, medidas de promoción, educación y difusión del Sistema de Pensiones.",Formación y capacitación,https://previsionsocial.gob.cl/wp-content/uploads/2024/02/Bases-Administrativas-FEP-2024-FF.pdf
160,https://fondos.gob.cl/ficha/dga/fiie/,CERRADO,Nacional,Dirección General de Aguas,"FONDO PARA LA INVESTIGACIÓN, INNOVACIÓN Y EDUCACIÓN EN RECURSOS HÍDRICOS (FIIE)",Persona Jurídica,01/03/2024,15/04/2024,Hasta $155.250.000,2024-11-26 11:30:43,"Fondo para la Investigación, Innovación y Educación en Recursos Hídricos, dependiente del Ministerio de Obras Públicas, que se ejecutará a través de la Dirección General de Aguas, el cual estará destinado a financiar investigaciones y la adopción de medidas para la gestión de los recursos hídricos y, en particular, para la elaboración, implementación y seguimiento de los planes estratégicos de recursos hídricos en cuencas.",Medio Ambiente,https://snia.mop.gob.cl/sitio-innovacion/sitio-innovacion/convocatorias
161,https://fondos.gob.cl/ficha/mincap/snpc-bibliotecas-publicas/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",PROGRAMA DE MEJORAMIENTO INTEGRAL DE BIBLIOTECAS PÚBLICAS,Organizaciones,04/03/2024,23/04/2024,Hasta $500.000.000,2024-11-26 11:30:48,"El PMI entregará recursos a través de la presentación de proyectos destinados a solucionar carencias en infraestructura, mobiliario, equipos, como también en colecciones bibliográficas y/o recursos lúdicos y educativos, con la finalidad de maximizar los impactos culturales y de aprendizajes promovidos por las bibliotecas; favorecer la creación de nuevos servicios bibliotecarios e incentivar que estos se entreguen en las mejores condiciones físicas, técnicas y de gestión a sus comunidades.",Arte y cultura,https://www.bibliotecaspublicas.gob.cl/fondos/programa-de-mejoramiento-integral-de-bibliotecas
162,https://fondos.gob.cl/ficha/mincap/fondelamusica-amf2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",FONDO DE LA MÚSICA- ASISTENCIA A MERCADOS FOCO 2024 – BIME BILBAO Y WOMEX,Personas Naturales y Jurídicas,04/03/2024,22/05/2024,-,2024-11-26 11:30:55,"Tiene por objetivo conformar las delegaciones de artistas nacionales o agentes culturales que asistirán a los mercados de la industria musical BIME PRO (Bilbao, España), WOMEX (Manchester, Reino Unido) y Circulart (Medellín, Colombia) que se realizarán durante el 2024.",Arte y cultura,http://https://www.fondosdecultura.cl/
163,https://fondos.gob.cl/ficha/enami/pamma2024/,CERRADO,Nacional,Ministerio de Minería,PROGRAMA CAPACITACIÓN Y TRANSFERENCIA TECNOLÓGICA PEQUEÑA MINERÍA ARTESANAL (PAMMA PRODUCTIVO),Personas Naturales y Jurídicas,04/03/2024,02/04/2024,Hasta $9.000.000,2024-11-26 11:31:00,"El concurso está destinado a apoyar al sector de la minería metálica, mediante la entrega de recursos a proyectos individuales, que permitan fomentar la productividad y la seguridad de las faenas de la pequeña minería y la minería artesanal, en todas las regiones del país",Emprendimiento e Innovación,https://www.minmineria.cl/pammapostulaciones/doctos_descarga/pamma2024/bases.pdf
164,https://fondos.gob.cl/ficha/sag/sirsd-s-sag/,CERRADO,Regional,Servicio Agrícola Ganadero,SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS (SIRSD-S),Personas Naturales y Jurídicas,05/03/2024,16/04/2024,Hasta $10.346.560,2024-11-26 11:31:05,"Este programa a través de concursos,  bonifica un porcentaje de los costos netos a los/as productores agropecuarios usuarios/as no INDAP, ya sean personas naturales o jurídicas para la implementación de labores agropecuarias que tengan como finalidad la recuperación de los niveles productivos y mejoramiento de los suelos, tales como corrección de fertilidad, establecimiento de cubiertas vegetales, conservación y rehabilitación de suelos entre otros.
La postulación se realiza a través de operadores acreditados quienes tienen la responsabilidad de presentar ante el SAG, un plan de manejo y documentación establecida como requisitos en las respectivas Bases de cada concurso.",Agricultura y desarrollo rural,https://www.sag.gob.cl/sites/default/files/Bases_CN%C2%B0_1_2024.pdf
165,https://fondos.gob.cl/ficha/senama/eleam2024/,CERRADO,Nacional,Servicio Nacional del Adulto Mayor - SENAMA,FONDO CONCURSABLE PARA ESTABLECIMIENTOS DE LARGA ESTADÍA (SUBSIDIO ELEAM),Organizaciones,06/03/2024,25/03/2024,$28.281.336 y $260.000.000,2024-11-26 11:31:10,"El programa busca entregar servicios de cuidado de largo plazo de alto estándar, para las personas mayores que viven en Establecimientos de Larga estadía para Adultos Mayores (ELEAM) y que presentan condiciones de dependencia y vulnerabilidad. Para esto, el programa le entrega un subsidio a los ELEAM públicos o privados sin fines de lucro. El monto del subsidio es de acuerdo al nivel de dependencia de los adultos mayores vulnerables presentados en la propuesta de financiamiento.",Inclusión y desarrollo social,https://www.senama.gob.cl/
166,https://fondos.gob.cl/ficha/segegob/ffmcs/,CERRADO,Nacional,Ministerio Secretaría General de Gobierno,"FONDO DE FOMENTO DE MEDIOS DE COMUNICACIÓN SOCIAL REGIONALES, PROVINCIALES Y COMUNALES (FFMCS)",Personas Naturales y Jurídicas,10/03/2024,29/04/2024,Hasta $5.500.000,2024-11-26 11:31:16,"El objetivo del concurso es financiar, en forma complementaria, proyectos relativos a la realización, edición y difusión de programas o suplementos de carácter regional o local que refuercen el rol de la comunicación en el desarrollo social y cultural de nuestro país, rescatando la identidad propia de cada región, informando sobre su acontecer económico, social y cultural, fortaleciendo los procesos y estrategias de cada zona.",Comunicación y difusión,https://fondodemedios.gob.cl/bases-x-region/
167,https://fondos.gob.cl/ficha/goretarapaca/fndr-seguridad-ciudadana/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 CONCURSO SEGURIDAD CIUDADANA,Organizaciones,11/03/2024,17/04/2024,Hasta $25.000.000,2024-11-26 11:31:20,"El fondo de Seguridad Ciudadana está orientado al financiamiento de proyectos que generen actividades que promuevan temáticas de seguridad ciudadana y protección civil, con la finalidad
de disminuir la percepción de inseguridad y fortalecer capacidades en la comunidad, favoreciendo las iniciativas que promuevan la participación y corresponsabilidad social de todos los actores en el territorio, en materia de seguridad y protección civil.",Seguridad Ciudadana,https://www.goretarapaca.gov.cl/fondos/actividades/
168,https://fondos.gob.cl/ficha/goretarapaca/fndr-inclusion-desarrollo-social/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 CONCURSO SOCIAL,Organizaciones,11/03/2024,17/04/2024,Hasta $25.000.000,2024-11-26 11:31:24,"El objetivo del fondo Social busca fortalecer y apoyar la inclusión social, velando por la igualdad de oportunidades de las personas en situación de discapacidad. Contribuir al mejoramiento de la calidad de vida, inclusión social y participación en la comunidad, con enfoque de género, entre otras. 

Prevenir y mitigar las condiciones de vulnerabilidad de grupos prioritarios para la política social, tales como personas con discapacidad, niños y jóvenes, entre otros, favoreciendo su integración, además de fortalecer y apoyar la salud mental como eje fundamental para el mejoramiento de la calidad de vida de la comunidad.",Inclusión y desarrollo social,https://www.goretarapaca.gov.cl/fondos/actividades/
169,https://fondos.gob.cl/ficha/goretarapaca/fndr-medioambiente/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 CONCURSO MEDIO AMBIENTE,Organizaciones,11/03/2024,17/04/2024,Hasta $25.000.000,2024-11-26 11:31:30,"Este fondo está orientado a motivar acciones de preservación y conservación del medio ambiente, así como también la protección de este a través de acciones de prevención o fortalecimiento de factores que no incidan en el deterioro de nuestro hábitat.

A su vez se encamina en generar acciones destinadas tanto a la difusión de la tenencia responsable de animales de compañía en la población, como también, poder satisfacer necesidades básicas de mascotas con el fin de mejorar su bienestar.",Medio Ambiente,https://www.goretarapaca.gov.cl/fondos/actividades/
170,https://fondos.gob.cl/ficha/goretarapaca/adulto-mayor/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 ADULTO MAYOR,Organizaciones,11/03/2024,17/04/2024,Hasta $25.000.000,2024-11-26 11:31:35,"Prevenir y mitigar las condiciones de vulnerabilidad de los Adultos Mayores, favoreciendo la autogestión e integración social, fomentando con esto el envejecimiento activo, desarrollando sus capacidades, fomentando su autocuidado y autonomía, para así mejorando su calidad de vida.",Inclusión y desarrollo social,https://www.goretarapaca.gov.cl/fondos/actividades/
171,https://fondos.gob.cl/ficha/cnr/cnr-foua/,CERRADO,Nacional,Comisión Nacional Del Riego - CNR,FONDO CONCURSABLE PARA ORGANIZACIONES DE USUARIOS DE AGUAS,Organizaciones,12/03/2024,06/05/2024,Hasta $6.000.000,2024-11-26 11:31:41,"El Fondo Concursable para las Organizaciones de Usuarios de Agua (OUA), tiene como fin transferir recursos para financiar proyectos formulados por y para las organizaciones, con énfasis en aquellas compuestas, mayoritariamente, por pequeños productores, para que fortalezcan su capacidad de gestión.",Agricultura y desarrollo rural,https://www.cnr.gob.cl/foua2024/
172,https://fondos.gob.cl/ficha/subevaso/fondo-para-vivir-mejor/,CERRADO,Nacional,Subsecretaría de Evaluación Social - SUBEVASO,FONDO PARA VIVIR MEJOR,Organizaciones,18/03/2024,18/04/2024,Hasta $20.000.000,2024-11-26 11:31:46,"Fondo perteneciente al Ministerio de Desarrollo Social y Familia que tiene como objetivo financiar proyectos innovadores y comprometidos con la Superación de la Pobreza Multidimensional y diversas vulnerabilidades sociales que afectan a las comunidades de nuestro país, dichos proyectos, siendo desarrollados por la Sociedad Civil. En esta oportunidad, se priorizarán 5 ejes claves: participación ciudadana, salud mental, labores de cuidado, migrantes, desigualdades de género. Por otra parte, en esta versión, se contará con la línea de Evaluación de Experiencias, la cual busca desarrollar evaluaciones de un programa o experiencia existente. Estas evaluaciones deben estar centradas en experiencias que hayan contribuido al mejoramiento de las habilidades y la superación de la situación de pobreza y/o vulnerabilidad social.",Inclusión y desarrollo social,http://sociedadcivil.ministeriodesarrollosocial.gob.cl/wp-content/uploads/2024/03/049-aprueba-bases-concurso-para-vivir-mejor-accion-social-E22143-1.pdf
173,https://fondos.gob.cl/ficha/goreatacama/gore-atacama/,CERRADO,Regional,Gobierno Regional de Atacama,FONDOS CONCURSABLES GOBIERNO REGIONAL DE ATACAMA,Organizaciones,21/03/2024,22/04/2024,Hasta $15.000.000,2024-11-26 11:31:52,"Este Fondo a través de las Bases Generales y Especiales regulan el proceso de concursabilidad y de asignación de recursos para subvencionar las actividades mencionadas en la Glosa 03 de la Ley N° 21.640 del Sector Público año 2024 , que postulen instituciones u organizaciones funcionales privadas sin fines de lucro en las líneas de Cultura, Deporte, Seguridad Ciudadana y Carácter Social, Prevención de Drogas , Adulto mayor y  Medio Ambiente , con la finalidad que se seleccionen actividades que sean de gran interés para la Región de Atacama, que sean ejecutadas por las mismas en concordancia y en cumplimiento del mandato legal del Gobierno Regional y que contribuyan al desarrollo social, cultural y económico de ella.",Inclusión y desarrollo social,https://goreatacama.gob.cl/concursos-fndr-2024-instituciones-privadas-sin-fines-de-lucro/
174,https://fondos.gob.cl/ficha/senadis/nuevasplazasresidenciales/,CERRADO,Nacional,Servicio Nacional de la discapacidad - SENADIS,"CONVOCATORIA PÚBLICA DE NUEVAS PLAZAS DE RESIDENCIAS 2024, PROGRAMA MODELOS RESIDENCIALES PARA ADULTOS CON DISCAPACIDAD",Persona Jurídica,22/03/2024,12/04/2024,$962.000,2024-11-26 11:31:58,"En esta convocatoria pueden participar instituciones públicas o privadas sin fines de lucro, que presten servicios residenciales a personas con discapacidad adultas, de entre 18 y 59 años, y que requieren de un modelo de atención integral acorde a su curso vital, desde un enfoque de derechos.  Con esta convocatoria se amplía la cobertura del Programa en trescientas (300) nuevas plazas residenciales y está destinada preferencialmente a las regiones de Arica y Parinacota, Atacama, Ñuble, La Araucanía, Los Ríos, y Aysén del General Carlos Ibáñez del Campo. A estas 6 regiones se suman las regiones de Tarapacá y Biobío, donde el programa está presente a través de entidades ejecutoras, pero con una oferta disponible inferior a 10  personas en cada región.  No obstante, pueden participar instituciones de todas las regiones del país, siempre que postulen a una residencia nueva (que no esté en convenio vigente con SENADIS).

Para la implementación de este programa, SENADIS desarrollará un trabajo colaborativo con las entidades ejecutoras, mediante la transferencia de recursos financieros y apoyo técnico a fin de que estas entidades ejecuten la intervención de acuerdo a las necesidades de las personas adultas con discapacidad, siguiendo los lineamientos establecidos por el Servicio.",Inclusión y desarrollo social,https://www.senadis.gob.cl/pag/749/2047/convocatoria_programa_modelos_residenciales_para_adultos_con_discapacidad_2024
175,https://fondos.gob.cl/ficha/fosis/pes/,CERRADO,Comunal,Fondo de Solidaridad e Inversión Social (FOSIS),PROGRAMA EMPRENDAMOS SEMILLA,Persona Natural,27/03/2024,10/04/2024,$450.000,2024-11-26 11:32:02,"El Programa Emprendamos Semilla brinda apoyo a aquellos postulantes con ideas de negocio incipientes o emprendimientos precarios. Se enfoca en el desarrollo de iniciativas productivas independientes, con el objetivo de incrementar los ingresos del participante.",Emprendimiento e Innovación,https://www.fosis.gob.cl/es/postulaciones/
176,https://fondos.gob.cl/ficha/fosis/eb/,CERRADO,Regional,Fondo de Solidaridad e Inversión Social (FOSIS),PROGRAMA EMPRENDAMOS,Persona Natural,27/03/2024,10/04/2024,$600.000,2024-11-26 11:32:08,El Programa Emprendamos ofrece apoyo y asesoría a aquellas personas emprendedoras que tienen negocios en funcionamiento y desean expandirlos. Este respaldo les brinda la oportunidad de aumentarlos ingresos de sus emprendimientos.,Emprendimiento e Innovación,https://www.fosis.gob.cl/es/postulaciones/
177,https://fondos.gob.cl/ficha/subtrab/pss/,CERRADO,Nacional,Subsecretaria del Trabajo - SUBTRAB,Programa Servicios Sociales,Personas Naturales y Jurídicas,02/04/2024,15/05/2024,Aproximadamente $3.900.000.000,2024-11-26 11:32:13,Este programa financia proyectos de intermediación e inserción laboral para personas beneficiarias que se encuentren desempleadas a través de la habilitación laboral en competencias transversales y de un oficio determinado para lograr la inserción en un puesto de trabajo formal y dependiente.,Inclusión y desarrollo social,
